"PLU","CATEGORY","COMMODITY","VARIETY","SIZE","MEASUREMENTS: NORTH AMERICA","MEASUREMENTS: REST OF WORLD","RESTRICTIONS / NOTES","BOTANICAL NAME","AKA","NOTES","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE","","",""
"4280","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633960726.jpg","","","",""
"4281","Fruits","GRAPEFRUIT","Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","","2002-05-02 00:00:00","2002-05-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633961386.jpg","","","",""
"4282","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)","Large","32 and 36 size","Average Fruit Dimensions = 97 - under 108mm","","Citrus paradisi","","","2002-06-02 00:00:00","2002-06-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633961109.jpg","","","",""
"4283","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4492-grapefruit-ruby-red_1633960776.jpg","","","",""
"4284","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4285","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","Average Fruit Dimensions = less than 97mm","","Citrus paradisi","","","2002-06-02 00:00:00","2002-06-02 00:00:00"," ","","","","",""
"4286","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4287","Fruits","GRAPEFRUIT","Deep Red","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","","2002-05-02 00:00:00","2002-05-02 00:00:00"," ","","","","",""
"4288","Fruits","GRAPEFRUIT","Deep Red","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","Citrus paradisi","","","2002-06-02 00:00:00","2002-06-02 00:00:00"," ","","","","",""
"4289","Fruits","GRAPEFRUIT","Deep Red","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","2015-09-08 13:28:00","1999-12-31 00:00:00"," ","","","","",""
"4290","Fruits","GRAPEFRUIT","White","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446694.jpg","","","",""
"4291","Fruits","GRAPEFRUIT","White"," Small ","40 size and smaller","Average Fruit Dimensions = less than 97mm","","Citrus paradisi","","","2021-06-30 18:46:00","2002-06-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06_1625078751.jpg","","","",""
"4292","Fruits","GRAPEFRUIT","White","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446598.jpg","","","",""
"4293","Fruits","GRAPEFRUIT","White","Large","32 and 36 size","32 and 36 size","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","","2002-05-02 00:00:00","2002-05-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633446767.jpg","","","",""
"4294","Fruits","GRAPEFRUIT","White","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","Citrus paradisi","","","2002-06-02 00:00:00","2002-06-02 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633447021.jpg","","","",""
"4295","Fruits","GRAPEFRUIT","White","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4291-grapefruit-06-1625078751_1633447136.jpg","","","",""
"4296","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","","2020-03-09 18:09:53","1999-12-31 00:00:00"," ","","","","",""
"4297","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","","2020-03-09 18:10:22","1999-12-31 00:00:00"," ","","","","",""
"4298","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","","2020-03-09 18:10:41","1999-12-31 00:00:00"," ","","","","",""
"4299","Fruits","GUAVA","","  All Sizes  ","","","","Psidium guajava","","","2021-06-30 18:47:36","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4299-guava-07_1625078837.jpg","","","",""
"4300","Fruits","HOMLI FRUIT","","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4301","Fruits","KIWIFRUIT","Retailer Assigned","All Sizes","","","","Actinidia deliciosa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4302","Fruits","KIWANO (HORNED MELON)",""," All Sizes ","","","","Cucumis metuliferus","","","2021-06-30 18:51:59","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4302-melons-horn-01_1625079101.jpg","","","",""
"4303","Fruits","KUMQUAT",""," All Sizes ","","","","Fortunella spp.","","","2021-06-30 18:54:16","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4303-kumquats-03_1625079229.jpg","","","",""
"4304","Fruits","LEMONS","Retailer Assigned"," All Sizes ","","","","Citrus limon","","","2020-03-09 18:11:27","1999-12-31 00:00:00"," ","","","","",""
"4305","Fruits","LIMES","Key (incl. Mexican & West Indian)","  All Sizes  ","","","","Citrus aurantifolia","","","2021-06-30 18:56:32","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4305-limes-key-03_1625079363.jpg","","","",""
"4306","Fruits","LIMES","Retailer Assigned","All Sizes","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4307","Fruits","LONGAN","","  All Sizes   ","","","","Dimocarpus longan","","","2021-06-30 18:59:02","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4307-longans-4_1625079483.jpg","","","",""
"4308","Fruits","LOQUATS","","  All Sizes    ","","","","Eribotyra japonica","","","2021-06-30 18:59:50","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4308-lychees-5_1625079574.jpg","","","",""
"4309","Fruits","LYCHEES","","All Sizes","","","","Litchi chinensis","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4310","Fruits","MAMEY","","All Sizes","","","","Pouteria sapota","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4311","Fruits","MANGO","Green (Includes Keitt and Francis)","  Small  ","12 size and smaller","","","Mangifera indica","(Includes Keitt and Francis varieties)","","2021-06-30 19:02:19","2007-05-15 00:00:00"," ","http://check.ifpsglobal.com/file/view/4311-mangoes-06_1625079719.jpg","","","",""
"4312","Fruits","MANGO","Yellow (Includes Oro, Ataulfo/Honey Manila)"," Small ","18 size and smaller","","","Mangifera indica","","","2021-06-30 19:04:03","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4312-mangoes-champagne-honey-02_1625079829.jpg","","","",""
"4313","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4314","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4315","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4316","Fruits","MANGO","Retailer Assigned","All Sizes","","","","Mangifera indica","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4317","Fruits","MELON","Canary/Yellow Honeydew","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4318","Fruits","MELON","Cantaloupe/Muskmelon","  Small  ","18 size and smaller","Average Fruit Weight =  less than 1135g","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Cucumis melo","","","2021-06-30 19:24:54","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4318-melons-cantaloupe-1_1625081077.jpg","","","",""
"4319","Fruits","MELON","Cantaloupe/Muskmelon","Large","15 size and larger","Average Fruit Weight =  1135g and above","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4320","Fruits","MELON","Casaba","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4321","Fruits","MELON","Cinnabar","All Sizes ","","","","Cucumis melo","","","2018-10-08 15:04:31","1999-12-31 00:00:00"," ","","","","",""
"4322","Fruits","MELON","Crenshaw","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4323","Fruits","BERRIES","Strawberries","Bulk","","","","Fragaria ananassa","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4028-berries-strawberries-06-1625013614_1633445153.jpg","","","",""
"4324","Fruits","MELON","French Afternoon","All Sizes ","","","","Cucumis melo","","","2018-10-08 15:06:22","1999-12-31 00:00:00"," ","","","","",""
"4325","Fruits","MELON","French Breakfast","All Sizes  ","","","","Cucumis melo","","","2018-10-08 15:08:42","1999-12-31 00:00:00"," ","","","","",""
"4326","Fruits","MELON","Galia","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4327","Fruits","MELON","Orange Flesh/Cantaline","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4328","Fruits","LIMEQUATS","","  All Sizes  ","","","","Citrus spp.","","","2021-06-30 19:27:28","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4328-limequats-01_1625081231.jpg","","","",""
"4329","Fruits","MELON","Honeydew/White Honeydew"," Small ","6 size and smaller","Average Fruit Weight =  less than 2040g","","Cucumis melo","","","2021-06-30 19:28:34","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4329-melons-honeydew-01_1625081306.jpg","","","",""
"4330","Fruits","MELON","Mayan","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4331","Fruits","MELON","Mickey Lee Watermelon/Sugarbaby","All Sizes ","","","","Cucumis melo","","","2018-10-08 15:07:53","1999-12-31 00:00:00"," ","","","","",""
"4332","Fruits","MELON","Muskmelon","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4333","Fruits","MELON","Pepino"," All Sizes  ","","","","Cucumis melo","","","2021-06-30 19:30:09","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4333-melons-pepino-03_1625081402.jpg","","","",""
"4334","Fruits","MELON","Persian","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4335","Fruits","MELON","Prince","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4336","Fruits","MELON","Santa Claus","  All Sizes  ","","","","Cucumis melo","","","2021-06-30 19:33:55","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4336-melons-santa-claus-01_1625081604.jpg","","","",""
"4337","Fruits","MELON","Saticoy","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4338","Fruits","MELON","Sharlin","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4339","Fruits","MELON","Spanish/Tendral","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4340","Fruits","MELON","Watermelon - Yellow","All Sizes","","","","Citrullus lanatus","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4341","Fruits","MELON","Watermelon - Yellow, Seedless","  All Sizes  ","","","","Citrullus lanatus","","","2021-06-30 19:37:41","1999-12-31 00:00:00"," ","http://check.ifpsglobal.com/file/view/4341-melon-watermelon-yellow-01_1625081822.jpg","","","",""
"4342","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4343","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4344","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4345","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4346","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4347","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4348","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4349","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4350","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4351","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4352","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4353","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4354","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4355","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4356","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4357","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4358","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4359","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4360","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4361","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4362","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
"4363","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes","","","","Cucumis melo","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","","","","",""
